timestamp,temp,hum,press
2026-03-30 21:47:48,24.4648,31.98099,1003.427
2026-03-30 21:57:48,23.92254,28.99799,1003.494
2026-03-30 22:07:49,23.80352,28.19691,1003.482
2026-03-30 22:17:50,23.63892,28.29304,1003.482
2026-03-30 22:27:50,23.51513,27.90947,1003.553
2026-03-30 22:37:53,23.51818,27.21128,1003.497
2026-03-30 22:47:53,24.20425,27.96955,1003.495
2026-03-30 22:57:53,24.4915,29.72889,1003.447
2026-03-30 23:07:54,24.72801,30.05753,1003.437
2026-03-30 23:17:54,24.82815,30.37844,1003.401
